INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 0', 'MODELPHUKIEN0', 'SERIPHUKIEN0', '2000000', '1');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 535', 'MODELPHUKIEN535', 'SERIPHUKIEN535', '2000000', '1071');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 536', 'MODELPHUKIEN536', 'SERIPHUKIEN536', '2000000', '1073');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 537', 'MODELPHUKIEN537', 'SERIPHUKIEN537', '2000000', '1075');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 538', 'MODELPHUKIEN538', 'SERIPHUKIEN538', '2000000', '1077');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 539', 'MODELPHUKIEN539', 'SERIPHUKIEN539', '2000000', '1079');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 540', 'MODELPHUKIEN540', 'SERIPHUKIEN540', '2000000', '1081');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 541', 'MODELPHUKIEN541', 'SERIPHUKIEN541', '2000000', '1083');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 542', 'MODELPHUKIEN542', 'SERIPHUKIEN542', '2000000', '1085');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 543', 'MODELPHUKIEN543', 'SERIPHUKIEN543', '2000000', '1087');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 544', 'MODELPHUKIEN544', 'SERIPHUKIEN544', '2000000', '1089');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 545', 'MODELPHUKIEN545', 'SERIPHUKIEN545', '2000000', '1091');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 546', 'MODELPHUKIEN546', 'SERIPHUKIEN546', '2000000', '1093');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 547', 'MODELPHUKIEN547', 'SERIPHUKIEN547', '2000000', '1095');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 548', 'MODELPHUKIEN548', 'SERIPHUKIEN548', '2000000', '1097');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 549', 'MODELPHUKIEN549', 'SERIPHUKIEN549', '2000000', '1099');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 550', 'MODELPHUKIEN550', 'SERIPHUKIEN550', '2000000', '1101');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 551', 'MODELPHUKIEN551', 'SERIPHUKIEN551', '2000000', '1103');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 552', 'MODELPHUKIEN552', 'SERIPHUKIEN552', '2000000', '1105');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 553', 'MODELPHUKIEN553', 'SERIPHUKIEN553', '2000000', '1107');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 554', 'MODELPHUKIEN554', 'SERIPHUKIEN554', '2000000', '1109');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 555', 'MODELPHUKIEN555', 'SERIPHUKIEN555', '2000000', '1111');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 556', 'MODELPHUKIEN556', 'SERIPHUKIEN556', '2000000', '1113');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 557', 'MODELPHUKIEN557', 'SERIPHUKIEN557', '2000000', '1115');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 558', 'MODELPHUKIEN558', 'SERIPHUKIEN558', '2000000', '1117');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 559', 'MODELPHUKIEN559', 'SERIPHUKIEN559', '2000000', '1119');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 560', 'MODELPHUKIEN560', 'SERIPHUKIEN560', '2000000', '1121');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 561', 'MODELPHUKIEN561', 'SERIPHUKIEN561', '2000000', '1123');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 562', 'MODELPHUKIEN562', 'SERIPHUKIEN562', '2000000', '1125');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 563', 'MODELPHUKIEN563', 'SERIPHUKIEN563', '2000000', '1127');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 564', 'MODELPHUKIEN564', 'SERIPHUKIEN564', '2000000', '1129');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 565', 'MODELPHUKIEN565', 'SERIPHUKIEN565', '2000000', '1131');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 566', 'MODELPHUKIEN566', 'SERIPHUKIEN566', '2000000', '1133');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 567', 'MODELPHUKIEN567', 'SERIPHUKIEN567', '2000000', '1135');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 568', 'MODELPHUKIEN568', 'SERIPHUKIEN568', '2000000', '1137');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 569', 'MODELPHUKIEN569', 'SERIPHUKIEN569', '2000000', '1139');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 570', 'MODELPHUKIEN570', 'SERIPHUKIEN570', '2000000', '1141');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 571', 'MODELPHUKIEN571', 'SERIPHUKIEN571', '2000000', '1143');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 572', 'MODELPHUKIEN572', 'SERIPHUKIEN572', '2000000', '1145');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 573', 'MODELPHUKIEN573', 'SERIPHUKIEN573', '2000000', '1147');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 574', 'MODELPHUKIEN574', 'SERIPHUKIEN574', '2000000', '1149');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 575', 'MODELPHUKIEN575', 'SERIPHUKIEN575', '2000000', '1151');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 576', 'MODELPHUKIEN576', 'SERIPHUKIEN576', '2000000', '1153');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 577', 'MODELPHUKIEN577', 'SERIPHUKIEN577', '2000000', '1155');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 578', 'MODELPHUKIEN578', 'SERIPHUKIEN578', '2000000', '1157');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 579', 'MODELPHUKIEN579', 'SERIPHUKIEN579', '2000000', '1159');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 580', 'MODELPHUKIEN580', 'SERIPHUKIEN580', '2000000', '1161');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 581', 'MODELPHUKIEN581', 'SERIPHUKIEN581', '2000000', '1163');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 582', 'MODELPHUKIEN582', 'SERIPHUKIEN582', '2000000', '1165');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 583', 'MODELPHUKIEN583', 'SERIPHUKIEN583', '2000000', '1167');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 584', 'MODELPHUKIEN584', 'SERIPHUKIEN584', '2000000', '1169');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 585', 'MODELPHUKIEN585', 'SERIPHUKIEN585', '2000000', '1171');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 586', 'MODELPHUKIEN586', 'SERIPHUKIEN586', '2000000', '1173');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 587', 'MODELPHUKIEN587', 'SERIPHUKIEN587', '2000000', '1175');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 588', 'MODELPHUKIEN588', 'SERIPHUKIEN588', '2000000', '1177');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 589', 'MODELPHUKIEN589', 'SERIPHUKIEN589', '2000000', '1179');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 590', 'MODELPHUKIEN590', 'SERIPHUKIEN590', '2000000', '1181');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 591', 'MODELPHUKIEN591', 'SERIPHUKIEN591', '2000000', '1183');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 592', 'MODELPHUKIEN592', 'SERIPHUKIEN592', '2000000', '1185');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 593', 'MODELPHUKIEN593', 'SERIPHUKIEN593', '2000000', '1187');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 594', 'MODELPHUKIEN594', 'SERIPHUKIEN594', '2000000', '1189');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 595', 'MODELPHUKIEN595', 'SERIPHUKIEN595', '2000000', '1191');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 596', 'MODELPHUKIEN596', 'SERIPHUKIEN596', '2000000', '1193');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 597', 'MODELPHUKIEN597', 'SERIPHUKIEN597', '2000000', '1195');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 598', 'MODELPHUKIEN598', 'SERIPHUKIEN598', '2000000', '1197');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 599', 'MODELPHUKIEN599', 'SERIPHUKIEN599', '2000000', '1199');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 600', 'MODELPHUKIEN600', 'SERIPHUKIEN600', '2000000', '1201');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 601', 'MODELPHUKIEN601', 'SERIPHUKIEN601', '2000000', '1203');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 602', 'MODELPHUKIEN602', 'SERIPHUKIEN602', '2000000', '1205');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 603', 'MODELPHUKIEN603', 'SERIPHUKIEN603', '2000000', '1207');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 604', 'MODELPHUKIEN604', 'SERIPHUKIEN604', '2000000', '1209');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 605', 'MODELPHUKIEN605', 'SERIPHUKIEN605', '2000000', '1211');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 606', 'MODELPHUKIEN606', 'SERIPHUKIEN606', '2000000', '1213');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 607', 'MODELPHUKIEN607', 'SERIPHUKIEN607', '2000000', '1215');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 608', 'MODELPHUKIEN608', 'SERIPHUKIEN608', '2000000', '1217');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 609', 'MODELPHUKIEN609', 'SERIPHUKIEN609', '2000000', '1219');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 610', 'MODELPHUKIEN610', 'SERIPHUKIEN610', '2000000', '1221');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 611', 'MODELPHUKIEN611', 'SERIPHUKIEN611', '2000000', '1223');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 612', 'MODELPHUKIEN612', 'SERIPHUKIEN612', '2000000', '1225');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 613', 'MODELPHUKIEN613', 'SERIPHUKIEN613', '2000000', '1227');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 614', 'MODELPHUKIEN614', 'SERIPHUKIEN614', '2000000', '1229');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 615', 'MODELPHUKIEN615', 'SERIPHUKIEN615', '2000000', '1231');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 616', 'MODELPHUKIEN616', 'SERIPHUKIEN616', '2000000', '1233');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 617', 'MODELPHUKIEN617', 'SERIPHUKIEN617', '2000000', '1235');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 618', 'MODELPHUKIEN618', 'SERIPHUKIEN618', '2000000', '1237');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 619', 'MODELPHUKIEN619', 'SERIPHUKIEN619', '2000000', '1239');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 620', 'MODELPHUKIEN620', 'SERIPHUKIEN620', '2000000', '1241');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 621', 'MODELPHUKIEN621', 'SERIPHUKIEN621', '2000000', '1243');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 622', 'MODELPHUKIEN622', 'SERIPHUKIEN622', '2000000', '1245');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 623', 'MODELPHUKIEN623', 'SERIPHUKIEN623', '2000000', '1247');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 624', 'MODELPHUKIEN624', 'SERIPHUKIEN624', '2000000', '1249');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 625', 'MODELPHUKIEN625', 'SERIPHUKIEN625', '2000000', '1251');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 626', 'MODELPHUKIEN626', 'SERIPHUKIEN626', '2000000', '1253');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 627', 'MODELPHUKIEN627', 'SERIPHUKIEN627', '2000000', '1255');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 628', 'MODELPHUKIEN628', 'SERIPHUKIEN628', '2000000', '1257');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 629', 'MODELPHUKIEN629', 'SERIPHUKIEN629', '2000000', '1259');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 630', 'MODELPHUKIEN630', 'SERIPHUKIEN630', '2000000', '1261');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 631', 'MODELPHUKIEN631', 'SERIPHUKIEN631', '2000000', '1263');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 632', 'MODELPHUKIEN632', 'SERIPHUKIEN632', '2000000', '1265');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 633', 'MODELPHUKIEN633', 'SERIPHUKIEN633', '2000000', '1267');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 634', 'MODELPHUKIEN634', 'SERIPHUKIEN634', '2000000', '1269');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 635', 'MODELPHUKIEN635', 'SERIPHUKIEN635', '2000000', '1271');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 636', 'MODELPHUKIEN636', 'SERIPHUKIEN636', '2000000', '1273');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 637', 'MODELPHUKIEN637', 'SERIPHUKIEN637', '2000000', '1275');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 638', 'MODELPHUKIEN638', 'SERIPHUKIEN638', '2000000', '1277');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 639', 'MODELPHUKIEN639', 'SERIPHUKIEN639', '2000000', '1279');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 640', 'MODELPHUKIEN640', 'SERIPHUKIEN640', '2000000', '1281');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 641', 'MODELPHUKIEN641', 'SERIPHUKIEN641', '2000000', '1283');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 642', 'MODELPHUKIEN642', 'SERIPHUKIEN642', '2000000', '1285');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 643', 'MODELPHUKIEN643', 'SERIPHUKIEN643', '2000000', '1287');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 644', 'MODELPHUKIEN644', 'SERIPHUKIEN644', '2000000', '1289');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 645', 'MODELPHUKIEN645', 'SERIPHUKIEN645', '2000000', '1291');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 646', 'MODELPHUKIEN646', 'SERIPHUKIEN646', '2000000', '1293');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 647', 'MODELPHUKIEN647', 'SERIPHUKIEN647', '2000000', '1295');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 648', 'MODELPHUKIEN648', 'SERIPHUKIEN648', '2000000', '1297');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 649', 'MODELPHUKIEN649', 'SERIPHUKIEN649', '2000000', '1299');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 650', 'MODELPHUKIEN650', 'SERIPHUKIEN650', '2000000', '1301');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 651', 'MODELPHUKIEN651', 'SERIPHUKIEN651', '2000000', '1303');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 652', 'MODELPHUKIEN652', 'SERIPHUKIEN652', '2000000', '1305');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 653', 'MODELPHUKIEN653', 'SERIPHUKIEN653', '2000000', '1307');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 654', 'MODELPHUKIEN654', 'SERIPHUKIEN654', '2000000', '1309');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 655', 'MODELPHUKIEN655', 'SERIPHUKIEN655', '2000000', '1311');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 656', 'MODELPHUKIEN656', 'SERIPHUKIEN656', '2000000', '1313');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 657', 'MODELPHUKIEN657', 'SERIPHUKIEN657', '2000000', '1315');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 658', 'MODELPHUKIEN658', 'SERIPHUKIEN658', '2000000', '1317');
INSERT INTO PHUKIEN (TEN_PHUKIEN, MODEL, SERI, NGUYEN_GIA, MA_TAISAN )VALUES ( 'phụ kiện 659', 'MODELPHUKIEN659', 'SERIPHUKIEN659', '2000000', '1319');
